height_cm,weight_kg,nationality_x,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,age_y,position,short_pos,fee,window,league,season
179,73,Norway,68,78,Left,1,3,4,2021.0,60,59,37,61,47,72,67,59,54,72,84,81,78,61,75,64,71,72,68,54,68,40,65,63,44,61,29,43,36,8,14,12,6,9,23.0,Right Winger,RW,1500000.0,summer,Jupiler Pro League,2021
188,75,Netherlands,68,78,Right,1,4,3,2022.0,55,67,66,68,58,64,54,48,68,71,65,64,67,72,64,67,68,74,72,63,63,57,73,65,55,70,67,62,55,13,6,12,14,6,21.0,Central Midfield,CM,3000000.0,summer,Ger Bundesliga,2021
191,75,England,68,77,Left,1,2,3,2024.0,47,67,71,61,63,65,49,37,40,70,63,68,64,65,66,69,68,63,79,57,68,44,69,58,55,59,19,34,23,7,14,9,9,5,24.0,Centre-Forward,CF,3000000.0,summer,Premier League,2021
174,67,Italy,68,77,Right,1,4,3,2021.0,65,50,54,68,62,72,67,63,62,72,74,73,77,68,75,62,60,62,58,60,50,29,67,68,60,59,52,29,28,15,10,6,7,9,23.0,Central Midfield,CM,1000000.0,summer,Serie A,2021
186,80,Italy,68,77,Left,1,3,2,2025.0,69,27,59,58,26,60,29,22,57,66,55,68,59,68,61,27,76,63,72,31,58,69,52,45,34,64,67,70,68,15,11,10,12,7,23.0,Left-Back,LB,1500000.0,summer,Serie A,2021
186,80,Italy,68,77,Left,1,3,2,2025.0,69,27,59,58,26,60,29,22,57,66,55,68,59,68,61,27,76,63,72,31,58,69,52,45,34,64,67,70,68,15,11,10,12,7,23.0,Left-Back,LB,1500000.0,summer,Serie A,2021
173,65,Morocco,68,77,Right,1,4,4,2021.0,65,64,59,70,57,71,66,66,65,69,72,65,76,58,78,66,57,72,56,72,59,49,63,68,58,65,66,49,51,7,13,5,9,14,23.0,Attacking Midfield,AM,2500000.0,summer,Ligue 1,2021
173,65,Morocco,68,77,Right,1,4,4,2021.0,65,64,59,70,57,71,66,66,65,69,72,65,76,58,78,66,57,72,56,72,59,49,63,68,58,65,66,49,51,7,13,5,9,14,24.0,Attacking Midfield,AM,2500000.0,winter,Ligue 1,2021
168,55,Turkey,68,77,Left,1,4,3,2022.0,69,58,39,63,57,75,70,64,56,70,78,78,77,69,90,74,53,53,31,68,32,30,65,59,57,66,66,27,34,11,9,6,10,11,23.0,Right Winger,RW,5000000.0,winter,Super Lig,2021
178,76,France,68,76,Right,1,4,4,2023.0,66,66,66,65,50,71,49,36,54,70,77,82,72,58,75,74,90,69,76,56,34,20,67,55,71,58,45,21,29,9,11,16,11,7,24.0,Centre-Forward,CF,1300000.0,summer,Jupiler Pro League,2021
194,85,Serbia,68,76,Right,1,2,1,2022.0,15,19,15,31,13,17,13,14,25,21,42,41,35,54,41,48,55,26,70,15,24,22,13,36,22,53,36,13,14,69,68,64,69,71,25.0,Goalkeeper,GK,1500000.0,summer,Serie A,2021
183,75,Cameroon,68,76,Right,1,3,2,2023.0,64,48,65,72,52,68,54,29,70,69,68,75,70,61,68,59,79,70,78,58,67,67,52,66,55,66,55,66,61,14,9,5,8,13,23.0,Defensive Midfield,DM,3000000.0,summer,Serie A,2021
181,80,DR Congo,68,76,Left,1,3,3,2023.0,53,52,38,66,56,63,57,55,61,68,71,74,63,60,67,73,78,83,79,63,71,68,50,60,53,66,70,68,63,10,9,12,10,5,23.0,Defensive Midfield,DM,4700000.0,winter,Premier League,2021
193,75,Kenya,68,76,Right,1,3,2,2022.0,54,38,77,68,44,49,45,39,68,62,63,69,59,65,60,45,72,68,74,47,59,68,43,58,45,65,60,68,63,7,9,13,14,8,24.0,Centre-Back,CB,3500000.0,summer,Jupiler Pro League,2021
183,78,Scotland,68,75,Right,1,3,3,2024.0,60,56,47,74,48,66,67,63,73,73,55,67,71,63,75,68,59,78,72,62,72,53,62,64,50,73,41,60,52,13,14,12,10,16,25.0,Central Midfield,CM,1500000.0,summer,Serie A,2021
188,76,Italy,68,75,Right,1,1,1,2024.0,11,6,11,27,7,12,14,10,27,14,25,27,31,60,32,47,48,18,52,5,17,15,8,52,13,55,67,11,13,66,68,62,70,69,24.0,Goalkeeper,GK,20000000.0,summer,Serie A,2021
190,84,England,68,75,Right,1,3,2,2021.0,30,23,71,68,30,37,29,35,56,50,51,51,44,63,56,45,65,64,79,21,65,66,25,39,45,59,21,71,70,9,6,6,12,10,25.0,Centre-Back,CB,4000000.0,summer,Premier League,2021
185,82,Germany,68,74,Right,1,2,2,2021.0,62,45,62,66,39,64,64,49,64,66,55,63,63,65,64,64,69,78,78,50,71,67,53,61,48,62,70,65,62,15,7,11,14,9,24.0,Defensive Midfield,DM,1200000.0,summer,Ger Bundesliga,2021
183,77,Mali,68,74,Right,1,3,3,2021.0,51,52,64,70,43,67,54,42,64,68,71,76,71,67,66,59,64,75,70,53,70,67,62,61,49,62,40,64,66,9,12,14,8,6,25.0,Central Midfield,CM,5000000.0,summer,Serie A,2021
179,71,Argentina,68,74,Left,1,2,3,2022.0,60,55,56,75,43,67,61,70,72,69,69,60,70,66,72,58,64,68,63,52,71,68,55,73,52,67,34,63,58,7,12,13,12,10,24.0,Defensive Midfield,DM,4000000.0,summer,Jupiler Pro League,2021
185,76,Belgium,68,74,Right,1,3,3,2022.0,59,72,68,63,61,63,45,49,58,64,71,74,70,60,64,70,69,65,64,67,45,15,71,63,60,61,12,18,13,13,12,12,12,10,24.0,Centre-Forward,CF,13000000.0,summer,Jupiler Pro League,2021
182,72,Belgium,68,73,Right,1,3,2,2023.0,64,62,58,60,37,53,49,50,59,58,66,75,59,65,70,68,65,87,62,57,63,66,68,57,58,53,62,66,64,7,14,13,13,10,25.0,Right-Back,RB,1000000.0,winter,Jupiler Pro League,2021
188,83,Germany,68,73,Right,1,3,1,2021.0,21,15,15,51,15,20,20,9,49,39,49,43,45,61,46,58,64,36,70,17,28,17,12,62,28,61,24,16,17,71,68,77,63,69,26.0,Goalkeeper,GK,7000000.0,summer,Ger Bundesliga,2021
190,82,Germany,68,73,Right,1,4,2,2021.0,40,36,67,63,35,53,38,39,60,60,63,68,48,60,50,51,68,59,78,35,68,62,42,53,40,59,64,70,69,14,11,14,9,13,24.0,Centre-Back,CB,8500000.0,summer,Ger Bundesliga,2021
183,71,Senegal,68,72,Right,1,3,2,2023.0,48,45,71,65,32,48,33,30,59,62,67,66,58,69,59,70,74,86,79,51,80,70,60,51,40,49,32,69,66,13,5,11,14,13,27.0,Central Midfield,CM,1000000.0,summer,Laliga,2021
190,78,Netherlands,68,70,Right,1,3,2,2021.0,40,44,70,64,34,48,62,67,66,58,43,45,54,60,45,74,70,69,79,58,68,65,36,59,44,63,25,69,64,11,8,6,14,14,27.0,Centre-Back,CB,2500000.0,summer,Eredivisie,2021
190,80,Bosnia Herzegovina,68,69,Right,1,3,3,2022.0,59,69,69,64,66,67,42,40,56,73,51,60,50,65,55,72,69,63,74,59,63,30,69,63,60,64,53,39,35,7,14,15,6,12,27.0,Centre-Forward,CF,1200000.0,summer,Laliga,2021
181,71,Kosovo,68,68,Left,1,4,4,2020.0,65,63,53,60,57,69,61,64,50,70,81,85,80,62,63,60,59,75,65,58,64,43,69,66,53,68,34,32,28,15,6,12,12,10,28.0,Left Winger,LW,2000000.0,summer,Ligue 1,2021
178,69,Wales,67,85,Right,1,2,2,2025.0,69,35,50,66,36,66,52,39,61,67,77,74,74,63,78,42,61,62,48,29,61,62,42,48,45,62,16,66,63,10,11,7,14,15,21.0,Right-Back,RB,20000000.0,summer,Premier League,2021
174,68,Greece,67,85,Right,1,3,2,2024.0,59,71,62,60,67,68,70,50,55,66,83,78,70,58,77,60,66,65,57,66,75,25,70,60,67,68,68,35,38,15,10,12,6,10,19.0,Left Winger,LW,11000000.0,summer,Premier League,2021
183,78,Wales,67,84,Right,1,3,2,2021.0,27,23,63,70,25,57,34,27,64,62,63,60,58,66,68,52,74,60,68,22,69,64,29,59,33,64,15,69,67,13,12,9,8,12,20.0,Defensive Midfield,DM,12000000.0,summer,Serie A,2021
182,78,Croatia,67,83,Right,1,4,4,2024.0,55,57,41,65,52,80,66,70,62,72,86,74,72,58,41,61,56,59,59,59,51,31,58,63,39,62,63,31,29,13,7,7,10,9,20.0,Left Winger,LW,1800000.0,summer,Supersport Hnl,2021
182,78,Croatia,67,83,Right,1,4,4,2024.0,55,57,41,65,52,80,66,70,62,72,86,74,72,58,41,61,56,59,59,59,51,31,58,63,39,62,63,31,29,13,7,7,10,9,20.0,Left Winger,LW,1800000.0,summer,Supersport Hnl,2021
173,65,France,67,83,Left,1,3,2,2024.0,63,41,51,66,40,70,58,33,55,67,75,76,73,61,79,61,65,63,63,44,73,62,60,57,45,63,69,66,65,12,12,5,7,14,20.0,Left-Back,LB,3000000.0,summer,Ligue 1,2021
181,74,England,67,81,Right,1,4,3,2023.0,65,62,53,64,54,73,63,57,51,69,76,74,75,62,78,59,61,55,56,58,42,24,60,59,60,62,68,20,18,9,10,9,6,10,21.0,Left Winger,LW,15000000.0,summer,Premier League,2021
202,85,Netherlands,67,81,Right,1,5,1,2023.0,11,9,10,26,8,12,12,13,25,17,37,46,37,60,42,48,42,37,69,8,25,7,8,31,12,51,48,11,10,67,66,64,66,69,22.0,Goalkeeper,GK,2000000.0,winter,Jupiler Pro League,2021
202,85,Netherlands,67,81,Right,1,5,1,2023.0,11,9,10,26,8,12,12,13,25,17,37,46,37,60,42,48,42,37,69,8,25,7,8,31,12,51,48,11,10,67,66,64,66,69,21.0,Goalkeeper,GK,5000000.0,summer,Premier League,2021
190,78,Ivory Coast,67,81,Right,1,3,2,2023.0,60,26,66,63,28,67,23,23,57,65,62,75,63,58,56,35,68,70,75,24,71,63,29,50,32,59,68,68,67,5,8,6,10,6,20.0,Centre-Back,CB,23000000.0,summer,Ger Bundesliga,2021
180,68,France,67,81,Left,1,3,3,2022.0,66,46,36,67,40,72,72,56,67,70,79,77,87,63,67,54,53,58,41,44,52,33,54,63,52,64,64,48,40,9,11,9,10,10,19.0,Right Winger,RW,9300000.0,summer,Premier League,2021
180,74,Poland,67,80,Left,1,2,2,2023.0,62,61,57,64,35,66,53,28,49,64,83,87,72,56,72,70,70,73,71,63,73,57,60,53,37,52,72,62,64,13,11,11,10,8,22.0,Left-Back,LB,2500000.0,summer,Ger Bundesliga,2021
180,74,Poland,67,80,Left,1,2,2,2023.0,62,61,57,64,35,66,53,28,49,64,83,87,72,56,72,70,70,73,71,63,73,57,60,53,37,52,72,62,64,13,11,11,10,8,22.0,Left-Back,LB,1500000.0,winter,Super Lig,2021
189,80,Netherlands,67,79,Right,1,3,2,2021.0,32,33,67,66,28,60,54,66,63,64,62,55,44,56,49,72,72,57,72,50,71,64,32,42,65,62,68,67,68,11,9,8,7,5,21.0,Centre-Back,CB,5000000.0,summer,Premier League,2021
189,80,Netherlands,67,79,Right,1,3,2,2021.0,32,33,67,66,28,60,54,66,63,64,62,55,44,56,49,72,72,57,72,50,71,64,32,42,65,62,68,67,68,11,9,8,7,5,21.0,Centre-Back,CB,5000000.0,summer,Premier League,2021
185,80,Germany,67,78,Right,1,4,3,2021.0,39,67,63,62,48,66,42,33,31,71,77,83,70,60,65,72,73,67,76,52,64,22,67,63,66,61,72,15,17,9,11,11,8,6,22.0,Centre-Forward,CF,8000000.0,summer,Ger Bundesliga,2021
185,80,Germany,67,78,Right,1,4,3,2021.0,39,67,63,62,48,66,42,33,31,71,77,83,70,60,65,72,73,67,76,52,64,22,67,63,66,61,72,15,17,9,11,11,8,6,22.0,Centre-Forward,CF,12000000.0,summer,Premier League,2021
180,72,Poland,67,78,Right,1,2,3,2022.0,62,47,51,63,41,56,60,39,55,64,81,82,67,60,67,49,55,73,70,42,59,63,56,62,48,48,67,65,60,8,12,6,7,9,23.0,Right-Back,RB,1500000.0,summer,Ligue 1,2021
179,68,Argentina,67,78,Right,1,3,3,2021.0,57,72,69,70,65,70,54,55,52,72,70,66,69,63,73,63,66,58,39,66,34,19,66,67,66,59,36,21,16,6,9,13,12,12,21.0,Centre-Forward,CF,3500000.0,summer,Serie A,2021
181,76,Italy,67,77,Right,1,3,3,2022.0,69,58,41,65,45,69,56,44,60,71,69,68,72,61,71,61,44,65,43,51,36,23,69,70,48,59,63,26,23,7,9,13,6,9,22.0,Attacking Midfield,AM,2200000.0,summer,Serie A,2021
188,78,Italy,67,77,Right,1,4,2,2022.0,51,69,65,69,59,66,55,54,67,69,70,69,69,62,68,68,65,70,69,70,66,63,63,64,48,57,13,64,65,6,10,15,13,6,21.0,Central Midfield,CM,14000000.0,summer,Serie A,2021
188,78,Italy,67,77,Right,1,4,2,2022.0,51,69,65,69,59,66,55,54,67,69,70,69,69,62,68,68,65,70,69,70,66,63,63,64,48,57,13,64,65,6,10,15,13,6,22.0,Central Midfield,CM,14000000.0,summer,Serie A,2021
171,63,Ukraine,67,76,Left,1,3,3,2021.0,63,66,58,59,56,70,65,58,56,69,73,73,74,59,77,70,59,48,41,67,31,17,66,60,66,62,34,39,22,5,11,10,11,11,24.0,Right Winger,RW,1200000.0,summer,Jupiler Pro League,2021
171,63,Ukraine,67,76,Left,1,3,3,2021.0,63,66,58,59,56,70,65,58,56,69,73,73,74,59,77,70,59,48,41,67,31,17,66,60,66,62,34,39,22,5,11,10,11,11,23.0,Right Winger,RW,1200000.0,summer,Scottish Premiership,2021
190,82,Denmark,67,76,Right,1,2,1,2023.0,10,5,9,25,5,16,16,11,25,19,37,38,33,58,34,50,64,42,64,6,32,13,6,52,10,47,32,13,11,68,65,66,66,68,22.0,Goalkeeper,GK,3000000.0,summer,Ger Bundesliga,2021
188,80,Germany,67,76,Right,1,3,2,2021.0,35,25,66,61,33,35,31,37,56,57,55,63,60,63,50,47,59,61,74,36,64,64,31,52,44,53,14,71,68,11,12,6,12,15,22.0,Centre-Back,CB,5000000.0,summer,Ger Bundesliga,2021
187,73,France,67,76,Right,1,3,2,2023.0,38,22,74,67,18,44,28,30,52,60,51,54,49,62,55,59,70,67,72,20,60,62,23,36,52,59,66,71,67,9,13,13,13,8,22.0,Centre-Back,CB,3000000.0,summer,Ligue 1,2021
170,68,Ghana,67,76,Right,1,5,3,2023.0,63,65,46,63,56,71,51,48,58,68,83,85,84,51,83,58,80,63,51,60,26,23,60,65,62,66,55,21,19,13,6,14,7,7,22.0,Right Winger,RW,6500000.0,summer,Ligue 1,2021
182,79,Italy,67,75,Left,1,3,3,2025.0,49,68,68,57,59,63,51,53,43,71,69,71,66,66,49,68,61,50,69,58,43,26,67,48,60,58,12,22,29,8,13,10,8,7,24.0,Centre-Forward,CF,4000000.0,summer,Serie A,2021
182,79,Italy,67,75,Left,1,3,3,2025.0,49,68,68,57,59,63,51,53,43,71,69,71,66,66,49,68,61,50,69,58,43,26,67,48,60,58,12,22,29,8,13,10,8,7,24.0,Centre-Forward,CF,4000000.0,summer,Serie A,2021
175,72,Italy,67,75,Left,1,3,2,2021.0,71,29,58,70,33,62,65,72,68,61,62,59,52,59,71,45,51,62,54,41,62,58,54,57,66,59,70,72,72,9,8,12,7,7,23.0,Left-Back,LB,45000000.0,summer,Serie A,2021
191,78,Italy,67,75,Left,1,3,3,2021.0,37,72,72,56,65,65,52,39,37,67,64,63,59,58,72,65,56,64,73,55,29,10,72,40,67,60,45,24,10,4,5,5,4,3,24.0,Centre-Forward,CF,1000000.0,summer,Serie A,2021
190,92,Greece,67,75,Left,1,2,2,2023.0,40,25,68,58,25,30,24,29,60,54,56,59,43,55,50,53,77,66,75,50,72,64,29,26,49,59,64,69,67,8,15,9,5,15,22.0,Centre-Back,CB,3500000.0,summer,Serie A,2021
180,83,Netherlands,67,75,Right,1,3,3,2024.0,40,72,68,59,68,55,60,63,44,64,61,68,52,64,71,74,59,73,82,67,62,20,66,55,70,63,39,19,15,13,8,12,8,10,23.0,Centre-Forward,CF,1200000.0,summer,Eredivisie,2021
190,83,Netherlands,67,75,Right,1,3,2,2023.0,36,75,72,56,65,59,58,33,43,64,52,55,54,62,49,70,61,68,81,64,52,24,66,57,67,55,64,25,23,9,8,9,7,10,23.0,Centre-Forward,CF,1000000.0,winter,Austria Bundesliga,2021
190,83,Netherlands,67,75,Right,1,3,2,2023.0,36,75,72,56,65,59,58,33,43,64,52,55,54,62,49,70,61,68,81,64,52,24,66,57,67,55,64,25,23,9,8,9,7,10,23.0,Centre-Forward,CF,1000000.0,winter,Eredivisie,2021
185,75,Italy,67,75,Right,1,3,2,2022.0,55,60,57,73,58,64,48,42,72,70,67,62,55,60,63,66,54,65,56,63,64,60,67,65,52,61,67,66,58,7,12,11,11,9,24.0,Central Midfield,CM,1700000.0,summer,Serie A,2021
182,72,Italy,67,74,Right,1,3,3,2023.0,55,64,65,59,63,68,62,57,50,66,76,74,70,68,74,70,64,58,69,64,70,31,68,58,74,63,20,27,22,13,12,7,14,12,25.0,Centre-Forward,CF,1100000.0,summer,Serie A,2021
182,72,Italy,67,74,Right,1,3,3,2023.0,55,64,65,59,63,68,62,57,50,66,76,74,70,68,74,70,64,58,69,64,70,31,68,58,74,63,20,27,22,13,12,7,14,12,25.0,Centre-Forward,CF,5500000.0,summer,Serie A,2021
186,80,Germany,67,74,Right,1,4,3,2021.0,62,64,68,69,41,76,74,68,63,74,71,60,77,70,63,75,70,72,67,74,53,46,67,62,57,64,61,53,54,8,6,14,8,12,25.0,Attacking Midfield,AM,2500000.0,winter,Serie A,2021
191,85,Denmark,67,73,Right,1,2,1,2021.0,17,14,16,27,20,11,16,11,21,16,40,44,32,54,48,52,59,44,67,15,19,20,14,33,21,47,67,18,13,69,65,69,67,68,24.0,Goalkeeper,GK,5000000.0,summer,Premier League,2021
184,84,France,67,73,Right,1,3,2,2022.0,35,21,67,62,20,50,22,28,59,59,63,69,52,59,57,50,60,62,83,23,71,64,24,54,31,61,52,69,68,15,14,8,13,10,25.0,Centre-Back,CB,1500000.0,summer,Liga Portugal,2021
165,60,Austria,67,72,Right,1,4,3,2021.0,64,60,42,62,54,68,60,51,58,70,82,81,90,58,95,59,82,73,32,58,61,52,56,58,53,55,18,48,49,8,15,13,11,16,25.0,Central Midfield,CM,1800000.0,summer,Austria Bundesliga,2021
176,75,Canada,67,72,Left,1,2,3,2021.0,64,47,57,64,22,64,56,23,56,63,82,81,76,58,75,49,83,83,70,22,70,59,57,58,32,58,68,63,59,11,13,7,12,9,26.0,Left-Back,LB,1800000.0,summer,Super Lig,2021
196,82,France,67,72,Left,1,3,1,2022.0,10,9,14,21,6,9,13,12,16,11,45,39,29,61,24,46,32,20,63,6,22,8,7,23,12,49,73,11,10,70,65,61,66,68,25.0,Goalkeeper,GK,1500000.0,summer,Ligue 1,2021
190,78,Ghana,67,72,Right,1,4,2,2021.0,39,29,67,51,37,44,30,27,46,51,64,67,56,65,46,62,66,60,80,31,72,68,35,39,41,58,63,67,68,5,8,10,7,9,23.0,Centre-Back,CB,1000000.0,summer,Serie A,2021
177,70,Netherlands,67,71,Right,1,3,3,2024.0,63,69,53,62,62,68,69,66,52,67,74,78,77,64,71,74,71,81,58,69,72,33,64,62,62,65,62,33,28,12,14,9,14,12,25.0,Right Winger,RW,2200000.0,summer,Eredivisie,2021
186,75,Georgia,67,70,Right,1,5,3,2021.0,66,59,56,70,47,66,67,66,67,73,48,62,61,65,64,65,66,62,68,65,70,69,58,70,49,71,66,62,57,8,7,7,6,11,26.0,Central Midfield,CM,1000000.0,summer,Liga Portugal,2021
191,80,Estonia,67,69,Left,1,3,2,2021.0,55,50,61,62,34,55,60,31,62,62,54,44,60,63,55,58,70,83,84,50,74,65,50,55,51,62,56,67,64,12,15,14,12,6,28.0,Centre-Back,CB,1000000.0,winter,Super League,2021
184,78,Congo,67,69,Right,1,3,4,2023.0,62,67,53,59,63,70,63,64,58,67,82,81,82,55,73,65,66,58,65,59,39,24,62,58,69,59,54,36,30,16,7,9,16,12,26.0,Right Winger,RW,1200000.0,summer,Super Lig,2021
186,75,Italy,66,86,Right,1,3,3,2022.0,59,67,65,60,59,69,75,74,57,68,71,67,55,62,69,65,62,57,63,67,41,25,65,61,67,55,61,41,29,15,12,12,10,10,18.0,Centre-Forward,CF,3500000.0,summer,Serie A,2021
186,75,Italy,66,86,Right,1,3,3,2022.0,59,67,65,60,59,69,75,74,57,68,71,67,55,62,69,65,62,57,63,67,41,25,65,61,67,55,61,41,29,15,12,12,10,10,19.0,Centre-Forward,CF,3500000.0,summer,Super League,2021
183,78,Belgium,66,86,Right,1,5,3,2022.0,56,51,57,71,56,66,64,48,66,71,71,71,71,63,66,68,69,72,73,58,72,58,54,64,38,68,14,64,59,9,14,13,12,7,18.0,Central Midfield,CM,8000000.0,summer,Ger Bundesliga,2021
193,84,Germany,66,83,Left,1,2,1,2021.0,10,11,11,29,9,13,15,14,25,17,25,23,26,49,23,50,40,19,63,8,26,11,6,24,13,22,15,10,13,69,66,67,65,69,21.0,Goalkeeper,GK,1200000.0,summer,Ger Bundesliga,2021
188,79,United States,66,83,Right,1,2,2,2023.0,36,23,73,59,26,45,20,24,48,58,72,77,66,59,57,36,90,73,74,22,60,61,26,38,37,59,39,68,64,13,5,13,7,6,21.0,Centre-Back,CB,10000000.0,summer,Ger Bundesliga,2021
188,79,United States,66,83,Right,1,2,2,2023.0,36,23,73,59,26,45,20,24,48,58,72,77,66,59,57,36,90,73,74,22,60,61,26,38,37,59,39,68,64,13,5,13,7,6,21.0,Centre-Back,CB,10000000.0,summer,Ger Bundesliga,2021
185,75,Netherlands,66,82,Left,1,3,4,2021.0,65,61,46,63,59,67,67,62,58,59,75,79,74,54,48,73,56,65,59,62,65,42,66,65,51,58,54,46,42,13,7,14,8,11,22.0,Attacking Midfield,AM,4500000.0,summer,Premier League,2021
185,75,Netherlands,66,82,Left,1,3,4,2021.0,65,61,46,63,59,67,67,62,58,59,75,79,74,54,48,73,56,65,59,62,65,42,66,65,51,58,54,46,42,13,7,14,8,11,21.0,Attacking Midfield,AM,4500000.0,summer,Premier League,2021
182,80,Germany,66,82,Right,1,4,2,2023.0,68,73,58,65,46,72,45,41,50,65,79,74,62,60,67,65,62,65,75,65,70,12,56,53,73,70,65,36,19,12,8,6,13,11,20.0,Centre-Forward,CF,5000000.0,summer,Ger Bundesliga,2021
181,80,France,66,81,Right,1,3,2,2021.0,59,24,58,61,34,62,52,32,53,61,78,83,76,59,75,61,74,69,74,43,65,63,59,54,49,57,62,64,62,7,12,12,10,11,19.0,Right Midfield,RM,2000000.0,summer,Serie A,2021
178,68,England,66,80,Left,1,3,2,2021.0,64,52,62,61,51,65,65,63,58,64,80,79,65,52,58,59,70,67,62,58,67,61,59,52,45,60,24,63,61,9,12,15,12,11,21.0,Left-Back,LB,1800000.0,summer,Premier League,2021
180,73,United States,66,79,Right,1,3,2,2023.0,46,55,45,66,38,63,38,35,63,67,54,56,58,58,64,53,57,67,60,40,64,68,47,63,37,55,24,69,65,10,7,7,12,5,21.0,Defensive Midfield,DM,2500000.0,winter,Scottish Premiership,2021
188,80,Italy,66,79,Right,1,3,2,2024.0,40,24,63,50,31,55,38,29,45,50,63,63,40,55,49,40,68,55,72,30,63,68,30,31,45,48,27,74,69,12,10,6,6,13,21.0,Centre-Back,CB,7200000.0,summer,Serie A,2021
188,80,Italy,66,79,Right,1,3,2,2024.0,40,24,63,50,31,55,38,29,45,50,63,63,40,55,49,40,68,55,72,30,63,68,30,31,45,48,27,74,69,12,10,6,6,13,21.0,Centre-Back,CB,1000000.0,winter,Serie A,2021
190,80,Netherlands,66,78,Left,1,4,3,2023.0,47,50,60,70,36,69,62,38,67,70,78,74,62,64,47,65,68,71,75,60,70,59,60,64,49,66,24,60,56,10,5,10,6,10,20.0,Defensive Midfield,DM,5000000.0,summer,Eredivisie,2021
190,80,Netherlands,66,78,Left,1,4,3,2023.0,47,50,60,70,36,69,62,38,67,70,78,74,62,64,47,65,68,71,75,60,70,59,60,64,49,66,24,60,56,10,5,10,6,10,20.0,Defensive Midfield,DM,5000000.0,summer,Super League,2021
179,66,Ghana,66,78,Left,1,3,3,2021.0,59,59,40,64,60,68,62,61,59,70,80,82,71,54,75,68,67,81,59,63,40,46,57,53,59,54,51,46,45,10,13,10,9,7,22.0,Right Winger,RW,3000000.0,winter,Eredivisie,2021
179,66,Ghana,66,78,Left,1,3,3,2021.0,59,59,40,64,60,68,62,61,59,70,80,82,71,54,75,68,67,81,59,63,40,46,57,53,59,54,51,46,45,10,13,10,9,7,21.0,Right Winger,RW,9000000.0,summer,Jupiler Pro League,2021
189,75,Croatia,66,78,Right,1,2,1,2023.0,12,6,11,30,8,15,17,12,24,36,30,28,32,66,49,47,57,27,40,9,24,11,7,32,15,30,73,14,10,65,62,62,68,67,21.0,Goalkeeper,GK,3000000.0,summer,Supersport Hnl,2021
195,79,England,66,77,Left,1,3,2,2021.0,59,32,60,60,42,59,45,41,55,63,69,69,63,62,55,57,64,74,77,48,60,62,47,39,39,57,59,64,62,13,10,10,13,15,22.0,Centre-Back,CB,1500000.0,summer,Superliga,2021
191,86,Germany,66,77,Right,1,3,2,2021.0,29,21,66,55,29,38,36,35,49,49,60,73,52,63,51,51,60,59,74,26,65,64,25,42,38,56,68,70,67,8,10,8,14,13,21.0,Centre-Back,CB,40000000.0,summer,Ger Bundesliga,2021
179,73,Belarus,66,77,Left,1,3,2,2024.0,51,66,71,65,55,68,56,50,58,66,69,70,71,62,68,64,66,59,65,69,30,11,61,50,71,55,45,19,20,6,10,10,7,7,23.0,Centre-Forward,CF,1200000.0,winter,Premier Liga,2021
180,75,Belgium,66,76,Right,1,4,3,2021.0,74,54,48,73,60,68,71,57,73,72,66,54,67,57,62,65,44,62,60,56,45,56,58,74,55,68,66,40,33,15,14,9,8,8,23.0,Defensive Midfield,DM,1000000.0,winter,Jupiler Pro League,2021
182,76,France,66,76,Left,1,3,2,2023.0,43,24,67,57,27,63,28,25,45,62,65,69,57,58,68,35,76,75,75,24,71,65,32,34,40,56,57,68,65,8,10,8,13,10,22.0,Centre-Back,CB,4000000.0,summer,Ligue 1,2021
187,76,Netherlands,66,76,Right,1,3,3,2023.0,59,63,60,62,44,72,44,34,46,68,81,84,76,62,67,64,33,63,70,55,58,34,53,55,51,56,39,32,28,14,11,8,10,13,23.0,Left Winger,LW,1800000.0,winter,Ger Bundesliga,2021
188,80,Denmark,66,75,Left,1,3,3,2023.0,42,70,61,56,53,68,52,34,38,68,67,68,64,65,63,67,53,68,77,56,39,22,68,58,59,65,25,31,22,8,13,13,8,11,22.0,Right Winger,RW,4500000.0,summer,Eredivisie,2021
188,80,Denmark,66,75,Left,1,3,3,2023.0,42,70,61,56,53,68,52,34,38,68,67,68,64,65,63,67,53,68,77,56,39,22,68,58,59,65,25,31,22,8,13,13,8,11,22.0,Right Winger,RW,4500000.0,summer,Serie A,2021
180,76,Albania,66,75,Right,1,3,3,2021.0,53,49,58,69,53,65,55,55,68,67,71,71,69,66,71,59,91,82,68,56,82,68,57,59,49,64,68,64,64,8,5,14,11,14,22.0,Central Midfield,CM,2000000.0,summer,Eredivisie,2021
