height_cm,weight_kg,nationality_x,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,age_y,position,short_pos,fee,window,league,season,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
184,74,Guinea,77,87,Right,2,3,3,2021,21,Defensive Midfield,DM,21000000,summer,Serie A,2019,64,39,59,82,46,76,62,37,76,80,70,70,78,76,69,66,58,84,70,56,82,77,54,78,52,75,73,76,72,11,14,5,11,11
186,73,Czech Republic,77,87,Left,2,2,4,2022,23,Centre-Forward,CF,3500000,summer,Ger Bundesliga,2019,64,77,74,74,67,82,78,56,59,80,74,73,83,74,67,72,69,62,70,73,59,22,78,73,58,77,50,24,19,11,15,8,9,14
180,70,Netherlands,77,86,Right,1,3,4,2022,22,Central Midfield,CM,86000000,summer,Laliga,2019,74,52,63,83,64,87,74,61,75,85,72,74,83,68,77,68,64,69,67,55,55,74,58,84,45,80,69,62,55,7,13,10,10,9
178,78,Netherlands,77,85,Right,1,2,4,2022,22,Left Winger,LW,30000000,winter,Premier League,2019,70,69,55,75,65,85,76,66,53,81,87,88,78,71,89,77,70,71,73,74,44,21,72,69,59,75,32,31,26,11,14,12,14,13
178,73,France,77,85,Left,1,4,4,2023,24,Left-Back,LB,48000000,summer,Laliga,2019,74,62,69,76,43,80,71,35,71,78,88,86,78,75,78,69,78,79,76,64,77,74,75,73,49,78,67,74,74,7,16,9,10,9
192,82,Germany,77,83,Right,1,3,4,2022,25,Centre-Forward,CF,1000000,winter,Ger Bundesliga,2019,40,80,78,61,76,68,65,29,45,74,71,76,65,77,60,79,70,74,77,63,82,29,81,58,72,63,58,39,17,12,11,7,11,14
188,82,Germany,77,83,Right,1,4,3,2023,24,Right-Back,RB,2000000,summer,Ger Bundesliga,2019,75,75,60,73,62,78,69,71,61,78,84,86,68,73,67,70,53,86,68,67,73,64,74,74,52,68,67,54,50,12,15,7,16,8
178,75,Austria,77,82,Right,1,3,4,2021,23,Right Midfield,RM,1500000,winter,Premier League,2019,80,69,47,77,67,81,77,64,75,81,87,86,83,64,77,72,56,65,64,70,57,56,62,75,67,72,68,54,49,8,13,11,8,8
178,75,Austria,77,82,Right,1,3,4,2021,23,Right Midfield,RM,22400000,summer,Serie A,2019,80,69,47,77,67,81,77,64,75,81,87,86,83,64,77,72,56,65,64,70,57,56,62,75,67,72,68,54,49,8,13,11,8,8
186,77,Serbia,77,82,Right,1,3,3,2019,26,Defensive Midfield,DM,1500000,summer,Laliga,2019,44,72,51,77,32,70,37,36,78,73,52,38,57,79,46,63,65,70,76,71,74,81,79,80,42,68,60,80,78,11,13,12,9,7
183,79,Germany,77,81,Right,2,3,3,2021,25,Defensive Midfield,DM,8500000,summer,Ger Bundesliga,2019,42,57,72,76,45,70,51,46,69,77,66,66,66,75,71,60,82,79,76,63,90,81,46,69,47,69,76,77,69,6,11,9,10,7
172,71,France,77,81,Right,1,3,3,2022,26,Right-Back,RB,8000000,summer,Ligue 1,2019,75,35,53,71,45,76,54,33,68,75,85,82,79,74,78,60,73,83,58,26,65,72,59,46,38,65,70,77,74,15,8,16,10,13
184,83,Austria,77,80,Left,2,3,2,2021,26,Centre-Back,CB,9000000,summer,Ger Bundesliga,2019,53,48,77,63,49,55,58,63,81,62,63,71,62,68,62,83,85,72,83,71,82,76,61,65,64,65,77,78,77,14,14,9,13,10
186,75,Italy,77,80,Right,2,4,4,2022,26,Left-Back,LB,29500000,summer,Serie A,2019,76,60,62,74,59,81,62,41,70,80,77,83,74,74,61,68,76,89,72,68,68,74,70,68,59,74,77,76,76,11,13,12,15,14
170,60,Morocco,77,80,Right,2,4,4,2019,25,Left Winger,LW,8000000,summer,Premier League,2019,69,68,35,75,70,86,71,63,66,86,84,79,89,68,84,71,34,67,40,65,47,19,72,75,69,69,16,40,32,9,16,10,14,7
179,73,France,77,79,Right,2,3,3,2020,27,Right-Back,RB,2800000,summer,Ligue 1,2019,75,59,70,78,39,75,62,46,74,77,75,74,68,72,65,59,67,75,70,41,66,73,74,69,49,72,76,79,78,15,10,8,13,11
180,75,Italy,77,79,Right,1,3,4,2022,26,Left Winger,LW,7000000,summer,Ger Bundesliga,2019,82,72,47,73,70,83,84,80,63,84,74,66,78,72,79,81,52,72,62,76,52,45,73,70,63,72,50,31,30,10,12,8,8,14
180,75,Italy,77,79,Right,1,3,4,2022,26,Left Winger,LW,12000000,summer,Ger Bundesliga,2019,82,72,47,73,70,83,84,80,63,84,74,66,78,72,79,81,52,72,62,76,52,45,73,70,63,72,50,31,30,10,12,8,8,14
182,81,Ghana,77,78,Right,2,3,4,2019,27,Centre-Forward,CF,2800000,summer,Premier League,2019,70,75,76,74,74,80,77,71,60,78,76,77,79,76,75,76,70,79,72,74,75,40,73,70,74,70,36,52,35,6,8,7,16,8
179,75,Germany,77,78,Right,2,3,3,2020,28,Central Midfield,CM,2000000,summer,Ger Bundesliga,2019,66,55,66,75,55,72,51,52,72,73,69,64,70,75,74,75,76,78,74,65,84,80,69,71,51,74,78,78,78,9,8,14,7,11
179,75,Germany,77,78,Right,2,3,3,2020,28,Central Midfield,CM,4000000,summer,Ger Bundesliga,2019,66,55,66,75,55,72,51,52,72,73,69,64,70,75,74,75,76,78,74,65,84,80,69,71,51,74,78,78,78,9,8,14,7,11
180,76,France,77,77,Right,2,3,3,2022,28,Defensive Midfield,DM,7000000,summer,Ligue 1,2019,72,61,74,80,56,75,68,46,79,76,68,73,73,76,72,69,85,81,77,65,75,73,70,76,66,76,74,78,71,8,14,15,7,10
179,74,Russia,77,77,Left,2,4,3,2019,28,Left Winger,LW,6000000,summer,Laliga,2019,80,78,54,72,68,80,74,61,68,76,77,79,77,78,74,81,75,65,67,84,62,61,74,74,64,66,44,55,52,16,7,14,7,8
179,74,Russia,77,77,Left,2,4,3,2019,28,Left Winger,LW,1000000,summer,Laliga,2019,80,78,54,72,68,80,74,61,68,76,77,79,77,78,74,81,75,65,67,84,62,61,74,74,64,66,44,55,52,16,7,14,7,8
172,68,Italy,76,88,Right,1,3,3,2022,22,Central Midfield,CM,12000000,summer,Serie A,2019,72,57,40,79,53,80,73,62,78,77,79,77,76,74,80,62,59,82,53,58,75,73,65,74,71,74,68,72,68,11,5,13,14,11
191,80,Ukraine,76,88,Right,1,3,1,2024,20,Goalkeeper,GK,5000000,summer,Laliga,2019,15,8,12,25,12,11,14,15,26,15,33,26,36,76,22,22,56,32,61,7,22,19,11,60,19,56,22,13,11,74,71,76,77,79
191,80,Ukraine,76,88,Right,1,3,1,2024,20,Goalkeeper,GK,5000000,winter,Laliga,2019,15,8,12,25,12,11,14,15,26,15,33,26,36,76,22,22,56,32,61,7,22,19,11,60,19,56,22,13,11,74,71,76,77,79
185,76,Senegal,76,87,Right,1,1,4,2021,21,Right Winger,RW,30000000,summer,Premier League,2019,68,69,44,69,68,79,66,55,59,77,92,93,79,72,74,75,48,72,66,66,53,17,71,69,58,75,25,16,21,14,13,7,6,9
178,70,Scotland,76,86,Left,1,3,3,2023,22,Left-Back,LB,27000000,summer,Premier League,2019,77,41,59,71,27,75,72,33,64,71,87,91,73,72,74,76,65,87,75,66,82,71,64,70,36,74,72,73,74,13,16,8,12,13
177,69,France,76,85,Right,1,3,4,2022,22,Centre-Forward,CF,1000000,winter,Ger Bundesliga,2019,66,82,58,68,69,81,52,38,48,79,85,87,79,66,78,78,67,66,66,63,47,22,81,65,67,61,36,24,17,14,6,8,12,6
177,69,France,76,85,Right,1,3,4,2022,22,Centre-Forward,CF,4000000,summer,Ligue 1,2019,66,82,58,68,69,81,52,38,48,79,85,87,79,66,78,78,67,66,66,63,47,22,81,65,67,61,36,24,17,14,6,8,12,6
180,74,Czech Republic,76,85,Left,2,3,4,2019,23,Left Midfield,LM,14500000,summer,Serie A,2019,70,66,68,78,60,76,71,50,75,78,80,79,76,76,74,79,62,73,64,74,68,64,78,75,50,75,68,70,66,7,16,9,14,15
180,74,Czech Republic,76,85,Left,2,3,4,2019,23,Left Midfield,LM,1000000,summer,Serie A,2019,70,66,68,78,60,76,71,50,75,78,80,79,76,76,74,79,62,73,64,74,68,64,78,75,50,75,68,70,66,7,16,9,14,15
187,83,Denmark,76,85,Right,2,4,3,2021,21,Centre-Forward,CF,20500000,summer,Ligue 1,2019,42,76,70,69,74,75,67,70,54,78,72,77,75,72,67,87,71,70,76,77,38,21,72,69,75,77,28,24,19,7,15,13,9,7
184,83,Switzerland,76,84,Right,1,3,3,2020,24,Right-Back,RB,9200000,summer,Ger Bundesliga,2019,74,39,65,71,39,67,59,38,64,72,90,92,76,69,71,66,78,89,80,43,74,69,72,66,35,71,69,73,72,8,7,7,14,14
180,75,Nigeria,76,84,Right,1,3,3,2020,23,Attacking Midfield,AM,30400000,summer,Premier League,2019,60,64,42,81,48,82,50,40,63,83,78,77,74,74,75,67,47,73,68,54,46,24,68,76,59,70,30,26,23,14,7,12,14,11
192,78,Germany,76,84,Left,1,3,2,2022,21,Centre-Back,CB,1500000,summer,Ger Bundesliga,2019,35,33,78,71,18,49,34,31,59,70,63,74,64,75,60,62,68,64,77,35,69,78,35,46,38,70,77,79,71,6,10,10,9,14
179,72,France,76,84,Right,1,3,3,2020,21,Attacking Midfield,AM,19500000,summer,Ger Bundesliga,2019,69,76,59,79,59,82,77,69,72,80,76,75,78,70,79,79,59,71,63,74,62,69,73,73,65,72,69,72,70,5,6,10,15,7
180,73,Croatia,76,84,Right,2,3,4,2021,24,Central Midfield,CM,1300000,summer,Serie A,2019,75,62,47,82,65,80,64,57,78,78,78,75,63,72,67,70,48,64,68,76,74,58,62,78,60,76,64,68,66,6,15,12,13,12
180,73,Croatia,76,84,Right,2,3,4,2021,23,Central Midfield,CM,1700000,summer,Serie A,2019,75,62,47,82,65,80,64,57,78,78,78,75,63,72,67,70,48,64,68,76,74,58,62,78,60,76,64,68,66,6,15,12,13,12
185,80,Argentina,76,83,Right,1,3,2,2022,25,Centre-Back,CB,1800000,summer,Laliga,2019,45,35,76,66,27,57,32,34,56,62,60,63,65,73,65,50,90,78,80,33,70,79,34,44,44,70,76,75,72,7,9,7,14,16
184,81,Croatia,76,83,Right,2,3,2,2020,23,Centre-Back,CB,2500000,summer,Ger Bundesliga,2019,67,51,74,68,43,60,45,30,60,66,71,68,67,69,66,65,82,69,75,39,83,75,49,39,44,66,74,76,77,15,13,10,10,12
186,83,Croatia,76,83,Right,2,4,3,2019,24,Left Winger,LW,1700000,winter,Jupiler Pro League,2019,76,61,68,77,72,86,82,72,67,87,79,78,79,68,75,76,68,73,75,72,50,30,62,68,72,70,41,42,34,11,5,10,9,12
186,83,Croatia,76,83,Right,2,4,3,2019,24,Left Winger,LW,1700000,summer,Serie A,2019,76,61,68,77,72,86,82,72,67,87,79,78,79,68,75,76,68,73,75,72,50,30,62,68,72,70,41,42,34,11,5,10,9,12
183,74,Turkey,76,83,Left,1,4,4,2022,22,Attacking Midfield,AM,18500000,summer,Ligue 1,2019,77,71,68,76,68,78,79,76,70,77,70,75,76,68,69,78,55,80,69,75,68,40,74,76,60,73,38,54,45,10,12,5,13,7
179,70,Ghana,76,82,Left,2,3,3,2019,25,Left-Back,LB,1200000,summer,Laliga,2019,78,48,67,72,41,76,67,23,67,76,79,78,77,74,75,59,75,73,64,47,73,71,63,55,42,69,72,76,76,12,11,6,11,10
179,70,Ghana,76,82,Left,2,3,3,2019,24,Left-Back,LB,1200000,summer,Premier League,2019,78,48,67,72,41,76,67,23,67,76,79,78,77,74,75,59,75,73,64,47,73,71,63,55,42,69,72,76,76,12,11,6,11,10
182,74,France,76,82,Right,1,3,2,2022,24,Centre-Back,CB,4500000,summer,Ligue 1,2019,71,34,73,64,35,67,57,43,59,71,74,79,67,67,66,50,81,75,77,42,78,76,55,55,43,66,75,76,77,11,7,9,10,11
182,80,Netherlands,76,82,Right,1,3,3,2022,24,Right-Back,RB,7000000,summer,Eredivisie,2019,78,53,69,72,66,76,60,60,74,75,86,87,65,75,65,80,74,75,69,69,83,67,65,68,52,68,71,76,76,13,7,14,16,15
181,78,Belgium,76,81,Right,2,4,4,2021,25,Central Midfield,CM,19200000,summer,Premier League,2019,74,66,62,81,70,78,74,67,77,78,73,69,76,72,71,72,66,71,64,75,64,60,75,75,56,74,56,62,58,6,6,10,14,10
172,67,Belgium,76,81,Right,1,4,4,2021,24,Left Winger,LW,15560000,summer,Premier League,2019,71,79,64,73,71,82,78,69,66,75,92,76,93,69,87,76,89,73,60,79,47,18,72,71,76,84,40,16,18,14,8,11,7,7
183,77,Togo,76,81,Right,1,3,4,2021,25,Centre-Forward,CF,8500000,summer,Ger Bundesliga,2019,66,74,55,72,63,81,63,46,53,77,91,95,84,73,75,66,69,76,60,64,43,31,71,65,65,66,26,35,33,10,11,12,11,11
190,89,Germany,76,81,Right,1,3,2,2022,23,Centre-Back,CB,12000000,summer,Eredivisie,2019,33,26,74,71,26,44,31,28,69,63,62,54,54,66,56,60,71,64,84,27,73,74,32,55,34,59,73,79,78,13,15,14,16,11
194,88,Ukraine,76,81,Right,1,3,2,2020,26,Centre-Back,CB,3000000,summer,Premier Liga,2019,41,46,74,68,59,38,39,46,61,63,61,78,48,71,38,73,58,79,88,57,70,76,38,34,34,68,78,77,74,15,14,10,13,11
185,69,Tunisia,76,81,Right,1,3,3,2020,24,Defensive Midfield,DM,6000000,summer,Ger Bundesliga,2019,71,62,73,75,57,74,70,55,74,73,63,69,74,67,64,78,75,76,68,76,72,81,56,67,58,68,76,78,72,15,14,8,14,14
174,72,Nigeria,76,81,Right,1,3,4,2020,24,Left Winger,LW,1200000,summer,Super Lig,2019,66,65,45,74,54,79,59,47,64,78,90,88,89,70,83,75,62,72,69,71,74,66,70,72,53,75,50,60,54,6,9,15,6,7
174,67,Italy,76,81,Right,1,3,3,2021,25,Right Midfield,RM,15000000,summer,Serie A,2019,78,61,44,78,51,76,62,47,72,76,79,79,75,72,70,51,36,74,49,53,50,50,73,72,58,72,55,51,42,14,6,11,5,11
185,87,Netherlands,76,80,Right,1,4,3,2022,25,Centre-Forward,CF,1800000,summer,Ger Bundesliga,2019,67,75,67,72,67,74,65,74,69,73,73,76,66,72,63,84,58,68,78,75,74,37,71,68,69,76,29,34,31,10,7,8,13,10
185,87,Netherlands,76,80,Right,1,4,3,2022,26,Centre-Forward,CF,1800000,winter,Premier League,2019,67,75,67,72,67,74,65,74,69,73,73,76,66,72,63,84,58,68,78,75,74,37,71,68,69,76,29,34,31,10,7,8,13,10
188,77,Netherlands,76,80,Left,2,3,2,2022,25,Centre-Back,CB,2000000,summer,Jupiler Pro League,2019,40,30,78,68,55,58,31,36,74,62,59,60,38,74,36,72,74,65,77,59,79,75,29,62,37,63,72,78,74,15,10,13,8,11
188,77,Netherlands,76,80,Left,2,3,2,2022,25,Centre-Back,CB,2000000,summer,Premier League,2019,40,30,78,68,55,58,31,36,74,62,59,60,38,74,36,72,74,65,77,59,79,75,29,62,37,63,72,78,74,15,10,13,8,11
181,85,Ukraine,76,80,Left,1,4,3,2022,26,Attacking Midfield,AM,13600000,summer,Serie A,2019,79,69,69,80,70,73,83,87,76,76,69,73,67,74,65,88,68,78,69,83,72,59,69,76,66,75,54,63,58,6,6,12,15,13
176,70,Kosovo,76,79,Right,2,4,4,2023,26,Central Midfield,CM,1500000,winter,Ger Bundesliga,2019,63,66,42,73,68,77,72,66,71,78,83,79,84,73,69,76,79,86,74,73,81,56,72,76,69,78,66,56,54,6,14,15,15,13
181,80,Italy,76,79,Right,2,3,3,2019,26,Central Midfield,CM,16500000,summer,Serie A,2019,68,55,68,77,74,76,64,64,75,77,75,75,75,70,77,78,67,89,75,78,86,76,74,70,68,74,77,78,78,15,10,5,14,11
181,80,Italy,76,79,Right,2,3,3,2019,26,Central Midfield,CM,1400000,summer,Serie A,2019,68,55,68,77,74,76,64,64,75,77,75,75,75,70,77,78,67,89,75,78,86,76,74,70,68,74,77,78,78,15,10,5,14,11
177,82,Netherlands,76,79,Left,2,4,3,2021,25,Left-Back,LB,1000000,summer,Premier League,2019,86,54,67,77,53,78,84,63,72,79,77,79,73,72,83,78,77,75,75,68,73,70,68,77,46,71,71,73,72,9,14,16,7,10
178,75,Italy,76,79,Right,1,4,4,2021,25,Left Winger,LW,1400000,summer,Serie A,2019,77,60,40,77,72,83,78,69,67,82,82,83,79,72,77,74,44,76,65,70,42,34,74,68,69,74,48,38,36,11,10,6,10,5
175,68,Italy,76,78,Right,2,3,4,2021,27,Left Winger,LW,1500000,summer,Laliga,2019,68,77,65,75,73,79,76,69,65,76,82,81,83,74,83,80,66,59,65,75,68,38,76,77,66,75,46,44,33,11,7,14,9,14
175,68,Italy,76,78,Right,2,3,4,2021,27,Left Winger,LW,8000000,summer,Serie A,2019,68,77,65,75,73,79,76,69,65,76,82,81,83,74,83,80,66,59,65,75,68,38,76,77,66,75,46,44,33,11,7,14,9,14
201,93,England,76,77,Right,2,5,1,2022,32,Goalkeeper,GK,1500000,summer,Premier League,2019,19,13,13,27,19,20,10,19,19,33,32,35,32,70,42,36,59,29,80,12,43,22,13,44,22,56,11,13,12,72,76,64,77,78
201,93,England,76,77,Right,2,5,1,2022,31,Goalkeeper,GK,1500000,summer,Scottish Premiership,2019,19,13,13,27,19,20,10,19,19,33,32,35,32,70,42,36,59,29,80,12,43,22,13,44,22,56,11,13,12,72,76,64,77,78
182,79,Switzerland,76,77,Right,1,4,3,2020,27,Left Winger,LW,2500000,summer,Ger Bundesliga,2019,74,63,72,74,57,78,78,66,61,77,78,79,74,75,67,80,65,79,77,79,72,76,74,72,55,76,69,73,68,15,15,7,14,9
169,68,Netherlands,76,77,Right,2,4,3,2019,28,Defensive Midfield,DM,3000000,summer,Eredivisie,2019,66,55,27,80,72,70,77,70,74,80,69,61,74,74,91,79,68,67,67,73,81,80,65,79,64,72,71,71,61,11,11,14,10,7
169,68,Netherlands,76,77,Right,2,4,3,2019,28,Defensive Midfield,DM,3000000,summer,Premier League,2019,66,55,27,80,72,70,77,70,74,80,69,61,74,74,91,79,68,67,67,73,81,80,65,79,64,72,71,71,61,11,11,14,10,7
181,73,France,76,77,Right,2,4,3,2021,27,Attacking Midfield,AM,1300000,summer,Serie A,2019,82,70,52,79,70,79,76,78,76,79,69,69,76,70,69,74,58,60,64,76,66,34,76,78,70,70,60,32,26,9,13,10,11,8
181,73,France,76,77,Right,2,4,3,2021,27,Attacking Midfield,AM,1300000,winter,Serie A,2019,82,70,52,79,70,79,76,78,76,79,69,69,76,70,69,74,58,60,64,76,66,34,76,78,70,70,60,32,26,9,13,10,11,8
182,70,Italy,76,76,Right,2,5,3,2019,29,Right-Back,RB,2480000,summer,Serie A,2019,69,55,68,76,59,74,69,35,66,75,73,73,77,76,76,69,68,75,64,56,74,77,64,63,45,76,77,79,78,6,7,7,12,7
173,64,DR Congo,76,76,Left,2,3,4,2022,28,Attacking Midfield,AM,3000000,summer,Ligue 1,2019,79,71,67,74,62,79,77,78,66,80,83,75,86,73,81,77,81,66,65,65,42,46,70,75,51,74,30,41,25,7,12,7,14,13
180,74,Italy,76,76,Right,2,3,4,2021,28,Left Winger,LW,2200000,winter,Serie A,2019,74,72,74,76,75,78,72,61,62,79,77,75,78,77,67,76,71,77,68,72,72,30,78,72,78,76,68,30,26,11,6,8,12,6
177,76,France,76,76,Left,2,4,4,2019,28,Right Winger,RW,2000000,summer,Laliga,2019,74,74,58,72,62,78,72,74,67,76,90,85,82,72,75,78,77,69,68,76,46,48,74,71,65,73,37,33,35,12,13,11,10,7
178,72,Italy,76,76,Right,2,3,4,2020,28,Centre-Forward,CF,1300000,winter,Serie A,2019,56,78,76,68,70,74,68,51,42,76,73,73,73,72,76,74,79,58,68,60,60,20,82,58,69,76,28,22,20,6,14,15,9,11
188,85,England,76,76,Right,2,2,2,2020,29,Centre-Back,CB,6000000,summer,Premier League,2019,68,49,81,65,20,55,45,24,60,67,62,65,62,70,50,57,83,81,77,14,74,75,56,51,66,68,76,76,75,7,8,7,7,5
178,69,Italy,76,76,Left,2,3,3,2022,29,Centre-Forward,CF,2700000,summer,Serie A,2019,50,80,78,68,76,75,68,69,34,77,79,82,85,72,78,70,77,72,61,58,78,19,79,61,72,72,21,15,18,9,15,15,11,12
190,83,Italy,75,88,Left,1,2,1,2023,22,Goalkeeper,GK,26000000,summer,Serie A,2019,15,17,19,29,20,16,20,21,22,22,41,48,37,70,48,21,68,29,65,17,22,22,20,21,21,67,10,21,12,77,71,66,75,78
190,83,Italy,75,88,Left,1,2,1,2023,22,Goalkeeper,GK,18000000,summer,Serie A,2019,15,17,19,29,20,16,20,21,22,22,41,48,37,70,48,21,68,29,65,17,22,22,20,21,21,67,10,21,12,77,71,66,75,78
195,94,Norway,75,87,Right,1,3,3,2021,21,Defensive Midfield,DM,25000000,winter,Premier League,2019,49,34,73,80,48,74,64,40,75,76,75,77,64,69,42,73,71,80,88,55,67,76,59,74,46,77,68,72,61,14,9,10,8,10
186,75,Italy,75,85,Right,1,3,3,2019,21,Defensive Midfield,DM,30000000,summer,Serie A,2019,66,54,68,78,64,75,64,60,72,79,63,65,67,68,54,76,59,75,69,72,68,75,54,75,60,66,76,74,70,11,12,11,10,15
186,75,Italy,75,85,Right,1,3,3,2019,21,Defensive Midfield,DM,14000000,summer,Serie A,2019,66,54,68,78,64,75,64,60,72,79,63,65,67,68,54,76,59,75,69,72,68,75,54,75,60,66,76,74,70,11,12,11,10,15
186,80,Greece,75,85,Right,1,3,2,2022,21,Centre-Back,CB,2000000,winter,Premier League,2019,57,26,70,77,26,46,31,29,62,65,69,74,67,72,54,60,74,76,74,33,69,75,37,42,33,73,72,79,73,14,9,11,6,7
178,70,France,75,84,Right,1,2,3,2021,24,Right-Back,RB,4500000,summer,Premier League,2019,73,40,74,72,32,66,58,42,64,71,70,75,61,68,73,65,80,78,76,45,62,73,63,56,44,69,68,78,77,8,14,16,13,7
180,73,France,75,84,Left,1,3,3,2021,21,Attacking Midfield,AM,8000000,summer,Ligue 1,2019,77,67,58,77,70,79,69,52,74,79,84,71,79,62,74,72,62,63,60,72,64,57,69,69,65,68,27,62,60,12,9,14,14,15
193,81,Serbia,75,84,Right,1,4,3,2022,21,Central Midfield,CM,5000000,summer,Laliga,2019,60,60,70,75,58,66,56,55,72,80,54,65,54,68,52,74,66,76,77,74,69,73,58,68,62,64,72,76,73,11,12,9,14,7
193,81,Serbia,75,84,Right,1,4,3,2022,21,Central Midfield,CM,5000000,summer,Liga Portugal,2019,60,60,70,75,58,66,56,55,72,80,54,65,54,68,52,74,66,76,77,74,69,73,58,68,62,64,72,76,73,11,12,9,14,7
183,73,Ivory Coast,75,83,Left,1,3,4,2022,24,Right Winger,RW,80000000,summer,Premier League,2019,68,72,44,66,60,78,77,65,49,78,89,82,90,78,75,77,68,68,56,70,43,25,75,69,62,73,28,20,19,11,14,11,6,8
188,90,Canada,75,83,Right,1,4,3,2022,24,Centre-Forward,CF,5000000,summer,Jupiler Pro League,2019,35,77,76,62,60,67,43,22,21,70,69,73,61,72,44,82,63,69,88,68,64,22,76,53,63,66,21,18,20,12,9,8,12,7
182,87,Serbia,75,83,Right,1,4,3,2019,21,Centre-Forward,CF,22340000,summer,Ger Bundesliga,2019,63,76,75,66,73,74,68,38,54,74,75,77,74,73,65,79,66,69,73,70,55,23,73,65,60,70,19,26,16,8,7,12,9,13
182,87,Serbia,75,83,Right,1,4,3,2019,21,Centre-Forward,CF,63000000,summer,Laliga,2019,63,76,75,66,73,74,68,38,54,74,75,77,74,73,65,79,66,69,73,70,55,23,73,65,60,70,19,26,16,8,7,12,9,13
182,87,Serbia,75,83,Right,1,4,3,2019,21,Centre-Forward,CF,8000000,summer,Liga Portugal,2019,63,76,75,66,73,74,68,38,54,74,75,77,74,73,65,79,66,69,73,70,55,23,73,65,60,70,19,26,16,8,7,12,9,13
191,84,United States,75,83,Right,1,3,1,2021,24,Goalkeeper,GK,3500000,summer,Ger Bundesliga,2019,14,9,13,31,8,15,13,11,33,28,44,42,39,70,40,27,57,33,59,12,31,19,9,48,37,54,13,12,12,76,70,69,71,81
191,84,United States,75,83,Right,1,3,1,2021,24,Goalkeeper,GK,6820000,summer,Premier League,2019,14,9,13,31,8,15,13,11,33,28,44,42,39,70,40,27,57,33,59,12,31,19,9,48,37,54,13,12,12,76,70,69,71,81
188,85,Italy,75,82,Left,1,3,4,2019,24,Centre-Forward,CF,7500000,summer,Serie A,2019,58,74,77,74,60,74,54,40,56,78,52,67,56,69,62,76,69,74,90,56,60,18,77,70,65,71,57,20,15,3,3,3,5,3
188,85,Italy,75,82,Left,1,3,4,2019,24,Centre-Forward,CF,12000000,summer,Serie A,2019,58,74,77,74,60,74,54,40,56,78,52,67,56,69,62,76,69,74,90,56,60,18,77,70,65,71,57,20,15,3,3,3,5,3
188,85,Italy,75,82,Left,1,3,4,2019,24,Centre-Forward,CF,7500000,winter,Serie A,2019,58,74,77,74,60,74,54,40,56,78,52,67,56,69,62,76,69,74,90,56,60,18,77,70,65,71,57,20,15,3,3,3,5,3
188,85,Italy,75,82,Left,1,3,4,2019,24,Centre-Forward,CF,16600000,winter,Serie A,2019,58,74,77,74,60,74,54,40,56,78,52,67,56,69,62,76,69,74,90,56,60,18,77,70,65,71,57,20,15,3,3,3,5,3
183,74,Netherlands,75,82,Right,1,3,3,2023,21,Attacking Midfield,AM,18000000,summer,Premier Liga,2019,57,74,58,78,58,69,55,63,73,74,68,74,69,77,73,70,52,90,69,69,56,66,74,74,66,72,52,58,55,12,6,12,11,14
178,76,Algeria,75,81,Right,2,4,4,2019,25,Attacking Midfield,AM,1500000,winter,Ligue 1,2019,66,72,64,75,69,79,77,71,68,76,72,68,77,68,72,71,79,72,58,67,61,55,75,77,76,75,33,46,38,6,9,14,13,9
178,76,Algeria,75,81,Right,2,4,4,2019,24,Attacking Midfield,AM,1000000,summer,Ligue 1,2019,66,72,64,75,69,79,77,71,68,76,72,68,77,68,72,71,79,72,58,67,61,55,75,77,76,75,33,46,38,6,9,14,13,9
178,76,Algeria,75,81,Right,2,4,4,2019,25,Attacking Midfield,AM,1000000,winter,Ligue 1,2019,66,72,64,75,69,79,77,71,68,76,72,68,77,68,72,71,79,72,58,67,61,55,75,77,76,75,33,46,38,6,9,14,13,9
178,76,Algeria,75,81,Right,2,4,4,2019,24,Attacking Midfield,AM,1000000,summer,Super League 1,2019,66,72,64,75,69,79,77,71,68,76,72,68,77,68,72,71,79,72,58,67,61,55,75,77,76,75,33,46,38,6,9,14,13,9
192,85,Germany,75,81,Right,1,4,2,2021,24,Centre-Back,CB,3500000,summer,Ger Bundesliga,2019,60,45,70,65,35,59,31,27,60,63,69,78,54,73,51,70,55,67,78,38,69,74,45,38,48,60,77,78,76,14,13,10,12,7
184,78,France,75,81,Right,2,3,3,2020,23,Right Winger,RW,3000000,summer,Ligue 1,2019,75,71,59,76,68,78,60,36,64,76,86,86,82,69,71,69,60,60,63,68,49,50,73,67,59,69,29,44,32,12,6,15,7,7
178,74,Netherlands,75,81,Right,1,3,3,2021,23,Attacking Midfield,AM,2300000,summer,Eredivisie,2019,63,64,56,77,64,74,66,57,72,76,84,84,77,74,74,66,52,84,66,65,67,60,74,69,58,72,63,52,48,7,10,15,12,12
