height_cm,weight_kg,nationality_x,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,age_y,position,short_pos,fee,window,league,season,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
191,91,Belgium,77,78,Right,2,3,2,2020,28,Centre-Forward,CF,3800000,summer,Premier League,2017,42,77,83,76,69,65,46,29,59,75,55,74,38,75,35,79,75,87,90,65,77,32,77,70,62,73,15,46,38,7,16,6,9,12
185,78,Switzerland,77,77,Right,2,4,2,2018,32,Defensive Midfield,DM,2000000,summer,Serie A,2017,69,56,68,75,69,69,70,69,72,74,66,67,71,77,68,76,70,77,77,69,90,75,63,73,72,76,69,78,78,12,11,7,15,11
186,80,Belgium,77,77,Right,2,3,3,2018,33,Defensive Midfield,DM,1000000,summer,Super League 1,2017,72,73,78,79,71,71,65,65,75,77,68,68,67,75,54,73,78,85,76,72,75,79,76,71,69,77,72,77,78,9,14,15,12,10
175,74,Italy,77,77,Right,2,4,2,2019,31,Defensive Midfield,DM,2260000,summer,Serie A,2017,76,58,48,84,70,74,78,78,84,80,68,66,74,72,78,74,54,68,64,74,64,70,62,80,72,73,58,66,60,11,9,7,12,11
185,80,Netherlands,77,77,Right,2,4,2,2017,28,Attacking Midfield,AM,2300000,summer,Eredivisie,2017,64,78,84,77,82,73,66,69,78,78,67,65,67,80,62,82,82,86,74,80,66,60,80,76,74,82,47,60,55,10,11,14,16,10
190,89,France,77,77,Left,1,3,2,2018,29,Centre-Back,CB,2000000,summer,Ligue 1,2017,61,41,68,70,31,59,36,41,68,60,59,68,57,71,32,74,74,70,87,57,85,76,22,52,45,67,78,80,76,15,16,10,15,6
178,72,Morocco,77,77,Right,2,4,4,2018,28,Central Midfield,CM,1300000,summer,Laliga,2017,83,69,49,77,69,77,80,77,76,80,70,67,77,68,72,73,52,80,68,80,59,31,69,81,72,63,51,53,54,15,12,14,15,6
188,85,Italy,77,77,Right,2,3,2,2019,28,Centre-Forward,CF,9800000,summer,Serie A,2017,33,83,82,64,80,66,49,28,36,74,68,68,66,76,59,80,82,69,85,56,60,24,80,52,64,66,20,21,17,15,6,12,14,9
183,77,Croatia,76,86,Right,1,4,4,2021,22,Left Winger,LW,1700000,winter,Ger Bundesliga,2017,76,61,68,77,72,86,80,72,71,87,85,85,83,66,75,76,69,75,75,72,50,30,60,68,72,70,16,26,24,11,5,10,9,12
182,75,Belgium,76,85,Left,1,4,4,2017,22,Right Winger,RW,8500000,summer,Laliga,2017,72,66,23,75,67,84,70,65,73,81,85,77,84,69,65,58,61,59,56,67,31,21,68,76,60,64,20,22,22,15,10,11,12,7
194,83,Belgium,76,84,Right,2,3,2,2020,22,Centre-Back,CB,4500000,summer,Super League 1,2017,48,54,79,68,27,53,29,36,73,65,58,67,57,74,33,46,72,70,76,26,76,75,47,57,35,75,75,76,74,9,12,14,7,8
176,70,France,76,84,Left,1,3,3,2020,23,Left-Back,LB,2000000,summer,Ligue 1,2017,79,66,69,72,65,74,68,49,59,73,79,79,77,72,75,77,81,77,64,62,66,75,65,68,66,66,74,73,75,11,10,11,14,12
183,77,Italy,76,83,Right,1,2,2,2019,24,Centre-Back,CB,2870000,summer,Liga Portugal,2017,73,22,63,71,29,76,59,37,55,74,76,79,60,68,60,68,68,73,80,30,68,77,64,55,27,55,77,76,79,8,9,5,7,11
176,66,France,76,82,Right,1,3,3,2017,24,Central Midfield,CM,7000000,summer,Serie A,2017,78,71,53,79,70,75,69,73,76,77,68,65,69,75,69,77,57,80,71,74,65,68,68,75,77,72,63,71,63,9,10,11,8,9
188,77,Netherlands,76,82,Left,1,3,2,2019,23,Centre-Back,CB,16000000,summer,Premier League,2017,40,30,78,66,27,55,31,36,68,65,62,67,45,66,44,51,75,66,80,40,78,76,29,38,37,70,78,78,72,15,10,13,8,11
184,80,Netherlands,76,82,Right,1,4,2,2020,22,Right-Back,RB,16000000,summer,Serie A,2017,78,53,66,68,66,74,60,60,73,70,86,87,66,71,65,80,74,89,73,69,83,65,64,67,52,55,74,72,74,13,7,14,16,15
188,81,France,76,81,Right,1,3,2,2020,26,Centre-Back,CB,10000000,summer,Premier League,2017,51,42,75,68,42,47,47,41,67,62,46,53,52,67,47,72,54,53,91,66,87,76,46,32,43,70,74,77,69,11,15,15,12,7
188,76,France,76,81,Left,2,2,3,2020,24,Defensive Midfield,DM,14000000,summer,Laliga,2017,59,48,72,78,46,77,63,60,77,77,69,75,75,74,54,86,74,86,86,67,65,73,73,72,45,74,69,78,71,15,10,10,8,10
187,78,Netherlands,76,81,Right,1,4,2,2019,24,Centre-Forward,CF,17000000,winter,Premier League,2017,60,75,66,76,67,71,52,54,69,73,75,77,68,73,62,83,43,73,81,76,52,37,76,70,69,68,30,34,31,10,7,8,13,10
183,74,Italy,76,81,Right,1,4,2,2017,24,Right-Back,RB,12000000,summer,Serie A,2017,76,33,64,72,33,69,75,39,68,75,79,83,79,64,75,65,75,87,67,51,72,72,64,60,49,74,72,78,78,5,3,5,5,3
196,89,Sweden,76,80,Right,1,3,2,2017,26,Centre-Back,CB,2000000,summer,Serie A,2017,29,29,70,59,41,59,49,40,59,65,55,69,55,74,34,68,55,65,90,50,72,76,28,52,39,69,79,79,75,9,5,14,6,7
181,73,France,76,80,Right,2,3,3,2017,25,Attacking Midfield,AM,3500000,summer,Serie A,2017,74,72,52,77,72,77,76,82,73,79,72,75,77,70,67,76,58,65,63,75,58,32,71,77,71,65,33,31,24,9,13,10,11,8
174,78,Georgia,76,80,Right,1,5,4,2017,24,Left Winger,LW,1700000,summer,Eredivisie,2017,64,70,59,83,63,79,79,66,62,80,76,69,84,66,81,75,31,68,71,83,41,34,66,73,67,73,38,30,30,8,9,11,9,12
194,93,Netherlands,76,80,Left,1,3,2,2018,24,Left-Back,LB,1000000,summer,Eredivisie,2017,75,30,57,64,39,71,64,42,69,67,74,83,57,74,44,61,55,79,88,36,74,73,58,52,44,67,76,80,79,11,9,12,13,13
180,74,Italy,76,79,Right,1,3,3,2019,26,Left Winger,LW,2200000,summer,Serie A,2017,70,76,75,75,75,77,65,61,62,75,79,77,78,77,64,76,71,75,66,66,70,30,78,69,81,74,13,26,24,11,6,8,12,6
183,80,Switzerland,76,79,Right,2,3,3,2019,26,Second Striker,SS,8000000,winter,Ger Bundesliga,2017,68,73,60,74,71,83,73,62,63,77,75,78,79,76,78,81,62,75,71,74,68,42,76,74,69,71,29,40,36,13,14,8,15,16
181,76,Germany,76,79,Right,2,4,3,2019,26,Central Midfield,CM,3000000,summer,Premier League,2017,78,65,53,79,61,72,81,77,76,76,68,67,68,73,73,74,72,83,71,68,66,71,68,76,57,71,58,64,63,8,15,15,16,11
174,68,Australia,76,79,Right,1,3,3,2017,26,Central Midfield,CM,9100000,summer,Premier League,2017,74,69,46,79,65,73,73,78,79,73,69,71,71,66,67,70,72,83,64,72,75,63,73,81,73,73,56,65,62,11,8,12,11,12
186,82,Netherlands,76,78,Left,1,3,3,2020,27,Centre-Back,CB,3000000,summer,Premier League,2017,75,62,55,69,58,77,68,52,59,76,82,86,68,76,53,75,66,83,78,64,70,72,74,68,53,67,73,75,77,12,15,12,11,10
184,79,Senegal,76,78,Right,1,3,3,2018,28,Centre-Forward,CF,10000000,winter,Ligue 1,2017,58,78,77,62,70,72,53,62,52,75,78,79,73,74,62,72,80,70,79,64,67,37,80,56,73,69,24,23,22,12,10,9,13,16
184,76,France,76,78,Right,1,4,3,2019,27,Defensive Midfield,DM,1500000,summer,Ligue 1,2017,74,70,57,80,63,73,72,67,75,77,71,75,66,78,63,74,61,79,73,71,76,65,68,73,76,80,63,75,68,8,8,14,15,11
177,69,Germany,76,78,Right,2,3,2,2018,25,Right-Back,RB,3000000,summer,Ger Bundesliga,2017,75,49,52,76,30,76,68,44,71,76,78,69,78,77,77,59,75,77,59,40,75,70,68,59,49,74,81,78,77,12,13,14,10,12
183,77,Switzerland,76,77,Right,1,4,2,2019,28,Defensive Midfield,DM,1500000,winter,Super League,2017,74,68,69,75,76,70,71,65,77,74,65,67,73,63,69,80,67,86,72,74,61,68,76,82,62,73,66,70,70,12,15,8,11,14
185,87,Germany,76,77,Left,2,2,2,2018,28,Left-Back,LB,4500000,summer,Ger Bundesliga,2017,81,48,68,72,46,72,58,70,73,73,66,75,64,74,60,60,75,79,76,55,76,74,61,59,63,72,72,78,79,12,14,7,6,10
191,84,Greece,76,77,Left,2,3,2,2018,28,Centre-Back,CB,3000000,summer,Laliga,2017,30,23,66,68,55,62,56,28,70,66,44,50,52,66,44,66,75,79,86,37,76,79,40,49,40,68,77,78,72,9,14,11,10,10
180,76,Germany,76,76,Right,2,3,3,2018,30,Right-Back,RB,2500000,summer,Ger Bundesliga,2017,74,29,71,75,32,74,77,65,71,74,75,73,73,76,71,70,66,78,67,62,74,74,47,59,42,77,79,76,75,11,13,12,16,16
187,82,Morocco,76,76,Right,2,4,3,2018,31,Right Winger,RW,3500000,summer,Super Lig,2017,77,65,47,77,62,82,72,62,67,79,81,82,78,69,65,70,74,71,76,68,70,44,70,69,52,76,43,33,32,6,8,8,15,13
182,73,Italy,76,76,Left,1,3,2,2018,31,Centre-Back,CB,1500000,summer,Serie A,2017,52,27,72,58,22,58,59,27,58,62,68,68,67,70,60,62,84,68,74,37,72,82,35,34,37,69,80,80,76,8,9,7,11,13
192,83,Germany,76,76,Right,2,4,2,2019,29,Centre-Forward,CF,3000000,winter,Ger Bundesliga,2017,50,80,76,68,70,64,38,44,40,72,64,74,54,75,56,78,65,67,84,69,73,23,75,55,55,70,11,40,19,8,9,15,16,8
194,87,Germany,76,76,Right,2,4,2,2019,30,Centre-Forward,CF,13000000,winter,Ger Bundesliga,2017,48,81,87,43,71,65,55,54,36,73,54,65,56,74,49,83,61,66,90,71,88,19,78,41,64,58,15,29,12,6,15,8,7,12
182,90,Nigeria,76,76,Right,2,4,3,2017,30,Centre-Forward,CF,2500000,summer,Super League 1,2017,63,70,70,65,73,76,46,53,57,74,79,86,72,74,70,84,73,76,86,73,74,26,76,61,66,72,19,21,22,11,11,13,12,14
180,73,Croatia,75,85,Right,1,3,3,2017,21,Central Midfield,CM,13500000,summer,Serie A,2017,75,62,47,82,65,80,64,57,78,78,75,71,64,58,67,70,53,65,50,76,51,28,63,78,60,73,40,54,48,6,15,12,13,12
180,73,Croatia,75,85,Right,1,3,3,2017,21,Central Midfield,CM,1700000,summer,Supersport Hnl,2017,75,62,47,82,65,80,64,57,78,78,75,71,64,58,67,70,53,65,50,76,51,28,63,78,60,73,40,54,48,6,15,12,13,12
180,70,Italy,75,83,Right,1,3,3,2020,22,Defensive Midfield,DM,2000000,summer,Serie A,2017,70,66,63,78,65,72,67,69,75,77,73,70,74,70,75,75,55,75,65,75,74,71,67,73,52,60,66,70,68,7,10,11,12,9
180,70,Italy,75,83,Right,1,3,3,2020,22,Defensive Midfield,DM,10000000,summer,Serie A,2017,70,66,63,78,65,72,67,69,75,77,73,70,74,70,75,75,55,75,65,75,74,71,67,73,52,60,66,70,68,7,10,11,12,9
187,78,Algeria,75,83,Left,1,3,3,2017,22,Central Midfield,CM,19000000,summer,Ger Bundesliga,2017,64,58,48,80,63,74,67,56,75,77,68,55,75,66,68,74,54,78,71,72,74,77,68,76,58,78,69,70,58,9,10,16,9,15
187,78,Algeria,75,83,Left,1,3,3,2017,22,Central Midfield,CM,7000000,summer,Premier League,2017,64,58,48,80,63,74,67,56,75,77,68,55,75,66,68,74,54,78,71,72,74,77,68,76,58,78,69,70,58,9,10,16,9,15
186,79,Iran,75,83,Right,1,4,3,2018,22,Centre-Forward,CF,12000000,summer,Premier Liga,2017,64,77,76,69,69,72,66,50,59,73,83,79,75,74,77,74,90,54,72,75,65,34,72,60,55,56,39,33,32,6,10,14,9,15
178,63,Scotland,75,83,Left,1,2,2,2017,23,Left-Back,LB,9000000,summer,Premier League,2017,78,59,67,68,32,69,68,30,59,74,79,85,83,71,72,67,55,81,68,61,69,71,64,69,55,67,71,73,69,11,8,10,7,14
188,82,England,75,82,Right,1,3,2,2018,24,Centre-Back,CB,28500000,summer,Premier League,2017,49,41,76,69,30,59,32,25,67,64,66,67,46,68,59,34,80,77,82,43,55,73,23,47,48,73,76,77,76,16,7,8,14,11
178,80,Morocco,75,82,Left,1,4,4,2020,23,Attacking Midfield,AM,1000000,summer,Laliga,2017,63,70,48,74,73,82,81,72,67,77,81,78,82,69,74,83,63,66,75,78,77,33,76,62,70,63,36,32,37,9,6,7,11,10
178,80,Morocco,75,82,Left,1,4,4,2020,23,Attacking Midfield,AM,1000000,winter,Ligue 1,2017,63,70,48,74,73,82,81,72,67,77,81,78,82,69,74,83,63,66,75,78,77,33,76,62,70,63,36,32,37,9,6,7,11,10
175,76,Ivory Coast,75,82,Right,1,3,4,2019,23,Left Winger,LW,3000000,summer,Ligue 1,2017,69,68,67,75,70,75,76,68,63,75,81,83,82,72,73,69,70,72,67,72,69,46,73,75,66,69,41,42,35,10,14,9,12,8
182,81,Croatia,75,81,Right,1,5,3,2020,23,Centre-Forward,CF,8000000,summer,Super League 1,2017,46,76,73,59,67,71,59,46,39,74,72,76,62,75,61,80,78,58,77,62,86,25,74,56,62,62,18,22,16,15,9,12,15,12
182,65,Turkey,75,81,Right,1,5,4,2017,23,Central Midfield,CM,5000000,summer,Super League,2017,61,70,75,76,66,75,68,65,74,79,74,72,76,77,72,79,60,65,52,74,68,68,74,74,67,66,68,70,61,12,11,6,8,11
187,79,France,75,80,Right,1,3,3,2020,25,Central Midfield,CM,3000000,winter,Serie A,2017,73,70,70,77,69,77,64,60,71,75,79,79,72,72,72,78,83,81,79,69,78,74,71,68,58,71,74,76,71,8,6,10,10,11
182,70,Netherlands,75,80,Left,1,3,3,2017,25,Attacking Midfield,AM,6500000,summer,Eredivisie,2017,70,74,50,72,68,79,84,70,69,78,79,72,83,67,70,79,66,66,56,83,42,37,74,74,65,65,35,36,30,9,11,7,7,15
182,70,Netherlands,75,80,Left,1,3,3,2017,25,Attacking Midfield,AM,9000000,summer,Premier League,2017,70,74,50,72,68,79,84,70,69,78,79,72,83,67,70,79,66,66,56,83,42,37,74,74,65,65,35,36,30,9,11,7,7,15
183,75,Germany,75,80,Right,2,3,2,2019,23,Defensive Midfield,DM,2000000,summer,Ger Bundesliga,2017,40,58,72,76,45,68,51,46,73,76,65,66,66,71,68,60,82,76,68,63,82,75,46,68,47,67,67,76,67,6,11,9,10,7
174,64,France,75,80,Right,1,4,2,2017,24,Right-Back,RB,4000000,summer,Ligue 1,2017,73,33,55,73,37,74,59,38,57,72,76,78,79,69,82,43,62,72,67,34,67,75,69,45,43,53,76,76,76,9,11,8,15,11
174,64,France,75,80,Right,1,4,2,2017,24,Right-Back,RB,5000000,summer,Ligue 1,2017,73,33,55,73,37,74,59,38,57,72,76,78,79,69,82,43,62,72,67,34,67,75,69,45,43,53,76,76,76,9,11,8,15,11
176,63,Belgium,75,79,Left,1,4,3,2020,25,Left Winger,LW,1000000,winter,Laliga,2017,70,70,47,72,69,81,72,69,71,75,85,84,84,71,85,71,73,91,47,70,71,35,72,72,69,70,29,27,34,9,15,12,11,7
180,78,England,75,79,Right,1,3,3,2018,26,Centre-Forward,CF,20400000,summer,Premier League,2017,59,77,63,64,67,70,48,39,51,69,91,91,72,70,76,80,70,79,79,64,61,24,79,67,74,69,20,13,17,11,16,11,9,14
185,82,Denmark,75,79,Right,1,4,2,2020,26,Centre-Back,CB,1500000,winter,Superliga,2017,42,39,75,65,36,43,42,34,68,64,64,76,70,70,67,69,80,78,83,49,77,72,64,64,35,75,74,76,74,14,15,7,11,16
185,85,France,75,79,Left,2,3,2,2021,23,Left-Back,LB,57500000,summer,Premier League,2017,76,33,64,74,20,73,32,29,68,73,78,76,66,68,69,65,68,74,79,63,75,76,68,31,40,58,70,74,75,7,7,9,15,9
180,76,Italy,75,79,Right,1,3,4,2018,24,Left Winger,LW,6000000,summer,Ger Bundesliga,2017,76,69,47,72,69,80,84,86,60,79,78,74,83,72,79,80,52,72,64,75,52,45,73,70,61,66,23,31,30,10,12,8,8,14
187,84,Denmark,75,79,Right,1,3,2,2019,25,Centre-Back,CB,1500000,winter,Jupiler Pro League,2017,48,47,70,69,57,64,32,35,65,67,67,68,60,72,59,58,74,80,77,52,77,76,57,62,33,77,75,76,77,14,6,10,11,7
178,68,Algeria,75,78,Right,1,4,4,2020,27,Attacking Midfield,AM,8000000,winter,Premier Liga,2017,68,75,53,72,70,77,71,72,69,76,76,69,75,74,73,75,41,72,63,74,33,20,74,72,69,74,20,25,22,6,16,8,7,6
174,57,Mali,75,78,Right,1,3,2,2018,25,Right-Back,RB,2400000,summer,Ligue 1,2017,76,22,69,71,32,67,71,34,70,69,82,81,72,75,82,61,86,75,62,38,73,78,64,59,47,58,59,75,76,10,14,9,7,16
194,92,Albania,75,76,Left,1,2,1,2017,28,Goalkeeper,GK,5720000,summer,Serie A,2017,11,13,12,19,11,12,13,12,26,17,28,28,33,70,30,24,57,39,64,15,30,22,12,42,22,54,14,10,11,79,70,63,74,79
179,71,Russia,75,76,Right,1,3,2,2019,27,Central Midfield,CM,1000000,summer,Premier Liga,2017,68,60,67,82,55,68,60,49,73,77,74,66,73,69,71,65,44,82,63,73,60,74,54,74,57,70,70,73,69,8,8,12,16,15
185,76,Italy,75,75,Left,2,2,2,2017,35,Centre-Forward,CF,1000000,summer,Serie A,2017,55,80,80,65,70,69,61,64,45,75,60,66,68,70,60,80,78,54,78,50,58,24,80,62,74,76,18,24,20,6,6,11,8,11
183,79,Republic of Ireland,75,75,Right,2,3,3,2018,33,Right Winger,RW,2300000,summer,Premier League,2017,75,75,74,72,67,72,64,56,61,73,67,68,76,74,68,73,76,91,84,69,81,61,75,69,72,74,61,56,44,8,14,7,10,6
187,82,Italy,75,75,Right,2,3,2,2018,32,Centre-Back,CB,2000000,summer,Serie A,2017,35,29,72,54,34,48,42,36,58,50,62,66,58,66,52,65,76,60,81,60,76,78,32,28,45,74,78,80,76,5,5,5,5,5
177,69,Russia,75,75,Left,1,4,3,2019,28,Right Winger,RW,1200000,summer,Premier Liga,2017,73,70,52,74,61,74,57,54,70,77,82,81,81,67,72,73,73,75,51,67,66,35,74,75,66,64,37,28,34,13,7,10,13,16
184,87,New Caledonia,75,75,Left,1,3,2,2018,29,Centre-Back,CB,1500000,summer,Ligue 1,2017,53,29,63,57,16,23,38,33,45,66,65,64,65,73,56,50,78,71,84,39,78,78,39,52,49,69,75,76,74,10,6,7,15,9
175,76,Germany,75,75,Right,2,4,3,2017,29,Central Midfield,CM,1200000,summer,Ger Bundesliga,2017,68,63,59,77,57,74,68,67,74,77,76,65,75,69,79,73,83,89,76,69,82,68,65,73,62,74,68,69,73,8,9,9,16,9
175,61,Ukraine,74,86,Left,1,3,4,2017,20,Left-Back,LB,42000000,summer,Premier League,2017,80,65,52,75,44,78,60,71,70,70,79,76,81,72,84,59,65,56,55,62,64,68,68,77,59,45,51,62,59,15,11,13,11,11
184,70,Belgium,74,84,Right,1,3,2,2017,22,Centre-Back,CB,4000000,summer,Super Lig,2017,60,42,69,69,35,63,35,29,53,69,79,78,62,61,59,51,76,69,79,36,63,73,36,46,37,70,71,79,76,7,10,15,15,15
178,73,Kosovo,74,84,Right,1,4,3,2018,21,Right Winger,RW,8100000,winter,Ger Bundesliga,2017,68,72,53,67,68,82,71,45,67,76,94,87,88,65,74,73,48,73,56,67,69,24,66,62,45,65,21,29,36,7,14,7,14,6
185,74,England,74,83,Left,1,3,3,2018,22,Central Midfield,CM,9100000,summer,Premier League,2017,61,61,60,78,46,76,51,48,73,76,70,65,73,75,78,54,54,72,60,56,54,58,68,78,60,76,66,63,56,7,15,12,9,12
181,77,Russia,74,82,Right,1,3,2,2019,24,Central Midfield,CM,2000000,summer,Premier Liga,2017,62,64,57,77,45,78,58,56,74,74,71,77,80,75,74,69,73,76,77,69,57,73,64,69,54,75,74,72,68,11,8,16,16,15
181,77,Russia,74,82,Right,1,3,2,2019,25,Central Midfield,CM,3300000,winter,Premier Liga,2017,62,64,57,77,45,78,58,56,74,74,71,77,80,75,74,69,73,76,77,69,57,73,64,69,54,75,74,72,68,11,8,16,16,15
182,70,England,74,82,Right,1,5,3,2017,23,Central Midfield,CM,2500000,summer,Premier League,2017,73,68,58,78,68,69,76,76,77,76,67,73,69,69,72,73,52,78,72,77,61,59,59,77,77,68,45,58,52,8,15,12,8,6
182,70,England,74,82,Right,1,5,3,2017,22,Central Midfield,CM,2500000,summer,Premier League,2017,73,68,58,78,68,69,76,76,77,76,67,73,69,69,72,73,52,78,72,77,61,59,59,77,77,68,45,58,52,8,15,12,8,6
178,67,Netherlands,74,81,Right,1,4,4,2019,23,Attacking Midfield,AM,1500000,summer,Eredivisie,2017,67,71,36,68,65,79,80,58,73,77,92,85,90,67,72,70,67,72,38,74,41,23,64,68,63,59,28,26,25,15,12,9,11,9
178,67,Netherlands,74,81,Right,1,4,4,2019,23,Attacking Midfield,AM,1200000,summer,Super League,2017,67,71,36,68,65,79,80,58,73,77,92,85,90,67,72,70,67,72,38,74,41,23,64,68,63,59,28,26,25,15,12,9,11,9
175,65,Netherlands,74,80,Right,2,3,3,2017,23,Central Midfield,CM,3000000,summer,Eredivisie,2017,79,66,46,75,77,72,76,75,71,80,68,73,80,74,80,74,53,69,44,70,59,58,69,73,59,73,45,56,52,15,7,7,11,8
175,65,Netherlands,74,80,Right,2,3,3,2017,24,Central Midfield,CM,3000000,winter,Eredivisie,2017,79,66,46,75,77,72,76,75,71,80,68,73,80,74,80,74,53,69,44,70,59,58,69,73,59,73,45,56,52,15,7,7,11,8
177,66,Turkey,74,80,Left,1,2,3,2017,25,Right Winger,RW,1000000,winter,Liga Portugal,2017,75,69,53,74,67,78,74,73,70,77,83,84,87,63,86,77,86,68,51,74,62,36,67,64,63,69,13,14,23,12,9,15,13,8
177,66,Turkey,74,80,Left,1,2,3,2017,25,Right Winger,RW,1000000,summer,Super Lig,2017,75,69,53,74,67,78,74,73,70,77,83,84,87,63,86,77,86,68,51,74,62,36,67,64,63,69,13,14,23,12,9,15,13,8
180,76,Sweden,74,80,Right,1,2,4,2018,24,Left Winger,LW,4000000,summer,Eredivisie,2017,73,71,38,66,62,84,75,70,72,79,79,77,85,70,76,75,56,78,64,66,46,55,65,70,50,71,52,62,45,14,12,15,10,7
170,65,Switzerland,74,80,Left,1,3,3,2020,26,Right Winger,RW,1750000,winter,Ger Bundesliga,2017,66,69,61,69,79,77,70,67,70,75,86,87,86,63,85,73,84,81,64,70,65,19,71,69,55,42,26,32,35,16,13,12,8,6
183,76,Germany,74,79,Right,1,3,3,2017,23,Second Striker,SS,20000000,summer,Ger Bundesliga,2017,64,65,51,73,63,78,66,58,62,77,84,83,79,72,75,71,59,68,65,62,55,39,75,74,57,66,23,27,25,8,12,10,10,9
171,68,Turkey,74,79,Left,1,4,4,2018,25,Left Winger,LW,1000000,summer,Super Lig,2017,69,66,48,65,71,79,82,72,57,78,91,90,85,68,91,78,71,81,55,70,66,60,68,66,44,65,58,62,59,11,12,13,9,9
183,76,France,74,78,Right,1,3,3,2020,25,Centre-Forward,CF,2000000,summer,Ligue 1,2017,51,77,67,65,71,65,50,49,59,73,74,72,74,76,65,74,69,56,67,71,54,32,78,62,72,55,25,19,19,9,10,6,14,7
175,66,Netherlands,74,78,Left,1,3,3,2019,24,Left-Back,LB,6000000,summer,Eredivisie,2017,69,47,57,66,49,76,65,54,55,72,86,87,86,74,76,66,63,85,63,55,70,72,62,58,50,55,63,72,69,13,8,15,6,13
186,86,Germany,74,77,Left,1,4,3,2017,26,Centre-Forward,CF,2300000,summer,Ger Bundesliga,2017,54,75,67,69,73,72,56,44,48,71,73,77,68,72,61,81,60,77,81,72,75,36,71,63,63,69,27,35,28,15,7,6,16,16
178,69,Italy,74,76,Left,2,3,2,2021,27,Centre-Forward,CF,2700000,summer,Serie A,2017,47,78,74,64,74,69,65,69,34,75,83,85,85,69,75,70,75,75,61,58,30,19,77,58,72,70,19,15,18,9,15,15,11,12
183,79,Belgium,74,75,Right,1,4,3,2018,28,Central Midfield,CM,2500000,summer,Super League 1,2017,67,67,68,76,66,70,64,72,72,73,69,69,66,72,51,79,76,77,83,75,75,70,68,75,74,75,64,72,70,10,16,11,13,9
182,80,Germany,74,75,Left,2,4,3,2019,27,Left-Back,LB,1500000,winter,Premier Liga,2017,78,62,57,73,61,72,75,76,72,70,79,81,75,74,71,74,74,77,72,71,74,73,67,69,66,71,67,68,64,12,8,11,12,11
173,75,Poland,74,75,Left,2,4,3,2019,27,Left-Back,LB,1750000,summer,Premier Liga,2017,77,76,35,73,65,76,77,78,64,77,89,83,77,71,82,75,72,65,58,71,68,73,70,77,62,67,71,72,74,14,6,13,16,12
184,84,France,74,74,Right,1,3,3,2019,32,Centre-Forward,CF,1000000,summer,Jupiler Pro League,2017,31,83,77,57,78,53,61,36,32,66,58,53,63,76,56,73,68,62,74,71,46,24,86,54,69,76,13,17,15,8,9,8,15,7
179,78,Scotland,74,74,Right,1,3,3,2019,30,Central Midfield,CM,1500000,summer,Scottish Premiership,2017,75,64,69,78,69,73,77,76,72,77,69,65,74,71,73,77,66,73,61,75,66,63,66,79,75,80,51,61,60,7,6,11,6,11
186,74,Netherlands,74,74,Right,2,4,3,2019,28,Centre-Forward,CF,3500000,summer,Super League,2017,54,78,67,66,79,72,73,51,51,74,67,64,62,74,71,69,73,69,74,68,59,46,77,68,80,69,22,38,26,8,12,13,11,10
173,73,Germany,73,85,Right,1,3,3,2022,21,Right Winger,RW,8000000,summer,Ger Bundesliga,2017,68,63,47,73,45,76,54,38,62,74,87,84,78,69,80,65,64,62,63,64,58,37,66,67,66,57,43,46,45,14,10,10,9,7
173,73,Germany,73,85,Right,1,3,3,2022,22,Right Winger,RW,1000000,summer,Ger Bundesliga,2017,68,63,47,73,45,76,54,38,62,74,87,84,78,69,80,65,64,62,63,64,58,37,66,67,66,57,43,46,45,14,10,10,9,7
169,61,Scotland,73,85,Left,1,4,3,2017,21,Attacking Midfield,AM,7000000,summer,Liga Portugal,2017,67,63,46,72,67,76,74,67,64,74,87,84,90,78,91,65,65,68,34,58,48,43,65,72,58,74,35,34,31,6,14,13,13,15
185,77,England,73,83,Left,1,3,1,2020,23,Goalkeeper,GK,28500000,summer,Premier League,2017,17,19,15,28,20,14,18,16,33,21,48,41,33,64,67,31,59,44,50,13,23,24,18,65,41,27,14,20,12,72,75,82,71,74
192,82,Germany,73,83,Right,1,3,2,2020,22,Centre-Forward,CF,8000000,summer,Ger Bundesliga,2017,40,73,69,60,65,69,58,29,45,72,68,75,64,75,63,73,71,76,75,63,74,23,75,58,59,61,25,27,17,12,11,7,11,14
171,62,England,73,81,Right,1,4,3,2020,24,Attacking Midfield,AM,12350000,winter,Premier League,2017,63,67,44,73,51,76,73,78,65,73,77,70,73,64,85,70,58,75,39,69,67,37,70,74,66,55,46,40,43,13,13,14,10,8
172,71,Italy,73,80,Right,2,4,4,2017,23,Second Striker,SS,8000000,summer,Serie A,2017,68,66,47,72,64,78,72,65,62,77,89,85,91,68,91,68,33,77,53,68,30,15,68,75,56,68,15,13,12,9,8,14,6,11
